FIPS code,State,Jurisdiction,Equipment Type,Make,Model,VVPAT,Polling Place,Accessible Use,Early Voting,Absentee Ballots,County
4837700000,Texas,Presidio County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,PRESIDIO
4837700000,Texas,Presidio County,Paper Poll Book,Not Applicable,Not Applicable,N/A,Yes,No,Yes,No,PRESIDIO
4837900000,Texas,Rains County,DRE-Touchscreen,Hart InterCivic,Verity Touch,No,Yes,Yes,Yes,No,RAINS
4837900000,Texas,Rains County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,No,No,No,Yes,RAINS
4837900000,Texas,Rains County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,RAINS
4838100000,Texas,Randall County,DRE-Touchscreen,Hart InterCivic,Verity Touch,No,Yes,Yes,Yes,No,RANDALL
4838100000,Texas,Randall County,Batch-Fed Optical Scanner,Hart InterCivic,Verity Central,N/A,No,No,No,Yes,RANDALL
4838100000,Texas,Randall County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,RANDALL
4838300000,Texas,Reagan County,Ballot Marking Device,Hart InterCivic,Verity Duo,N/A,Yes,Yes,Yes,No,REAGAN
4838300000,Texas,Reagan County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes,REAGAN
4838300000,Texas,Reagan County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,REAGAN
4838500000,Texas,Real County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes,REAL
4838500000,Texas,Real County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,REAL
4838500000,Texas,Real County,Paper Poll Book,Not Applicable,Not Applicable,N/A,Yes,No,Yes,No,REAL
4838700000,Texas,Red River County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes,RED RIVER
4838700000,Texas,Red River County,Ballot Marking Device,Hart InterCivic,Verity Touch Writer,N/A,Yes,Yes,Yes,No,RED RIVER
4838700000,Texas,Red River County,Paper Poll Book,Not Applicable,Not Applicable,N/A,Yes,No,Yes,No,RED RIVER
4838900000,Texas,Reeves County,Batch-Fed Optical Scanner,Election Systems & Software,Model 650,N/A,Yes,No,Yes,Yes,REEVES
4838900000,Texas,Reeves County,Ballot Marking Device,Election Systems & Software,AutoMARK,N/A,Yes,Yes,Yes,No,REEVES
4838900000,Texas,Reeves County,Electronic Poll Book,Data Unavailable,Data Unavailable,N/A,Yes,No,Yes,No,REEVES
4839100000,Texas,Refugio County,DRE-Touchscreen,Hart InterCivic,Verity Touch,No,Yes,Yes,Yes,No,REFUGIO
4839100000,Texas,Refugio County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,No,No,No,Yes,REFUGIO
4839100000,Texas,Refugio County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,REFUGIO
4839300000,Texas,Roberts County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes,ROBERTS
4839300000,Texas,Roberts County,Ballot Marking Device,Hart InterCivic,Verity Touch Writer,N/A,Yes,Yes,Yes,No,ROBERTS
4839300000,Texas,Roberts County,Paper Poll Book,Not Applicable,Not Applicable,N/A,Yes,No,Yes,No,ROBERTS
4839500000,Texas,Robertson County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes,ROBERTSON
4839500000,Texas,Robertson County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,ROBERTSON
4839500000,Texas,Robertson County,Electronic Poll Book,Election Systems & Software,ExpressPoll,N/A,Yes,No,Yes,No,ROBERTSON
4839700000,Texas,Rockwall County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,No,ROCKWALL
4839700000,Texas,Rockwall County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,ROCKWALL
4839700000,Texas,Rockwall County,Electronic Poll Book,Election Systems & Software,ExpressPoll,N/A,Yes,No,Yes,No,ROCKWALL
4839700000,Texas,Rockwall County,Batch-Fed Optical Scanner,Election Systems & Software,DS450,N/A,No,No,No,Yes,ROCKWALL
4839900000,Texas,Runnels County,Ballot Marking Device,Hart InterCivic,Verity Duo,N/A,Yes,Yes,Yes,No,RUNNELS
4839900000,Texas,Runnels County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes,RUNNELS
4839900000,Texas,Runnels County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,RUNNELS
4840100000,Texas,Rusk County,Batch-Fed Optical Scanner,Election Systems & Software,DS450,N/A,No,No,No,Yes,RUSK
4840100000,Texas,Rusk County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,No,RUSK
4840100000,Texas,Rusk County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,RUSK
4840100000,Texas,Rusk County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,RUSK
4840300000,Texas,Sabine County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes,SABINE
4840300000,Texas,Sabine County,Ballot Marking Device,Hart InterCivic,Verity Touch Writer,N/A,Yes,Yes,Yes,No,SABINE
4840300000,Texas,Sabine County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,SABINE
4840500000,Texas,San Augustine County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes,SAN AUGUSTINE
4840500000,Texas,San Augustine County,Ballot Marking Device,Hart InterCivic,Verity Touch Writer,N/A,Yes,Yes,Yes,No,SAN AUGUSTINE
4840500000,Texas,San Augustine County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,SAN AUGUSTINE
4840700000,Texas,San Jacinto County,Ballot Marking Device,Hart InterCivic,Verity Duo,N/A,Yes,Yes,Yes,No,SAN JACINTO
4840700000,Texas,San Jacinto County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes,SAN JACINTO
4840700000,Texas,San Jacinto County,Electronic Poll Book,Votec,VoteSafe,N/A,Yes,No,Yes,No,SAN JACINTO
4840900000,Texas,San Patricio County,Ballot Marking Device,Hart InterCivic,Verity Duo,N/A,Yes,Yes,Yes,No,SAN PATRICIO
4840900000,Texas,San Patricio County,Batch-Fed Optical Scanner,Hart InterCivic,Verity Central,N/A,No,No,No,Yes,SAN PATRICIO
4840900000,Texas,San Patricio County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,SAN PATRICIO
4841100000,Texas,San Saba County,Batch-Fed Optical Scanner,Election Systems & Software,DS850,N/A,Yes,No,Yes,Yes,SAN SABA
4841100000,Texas,San Saba County,Ballot Marking Device,Election Systems & Software,AutoMARK,N/A,Yes,Yes,Yes,No,SAN SABA
4841100000,Texas,San Saba County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,SAN SABA
4841300000,Texas,Schleicher County,Hand-Fed Optical Scanner,Election Systems & Software,Model 100,N/A,Yes,No,Yes,Yes,SCHLEICHER
4841300000,Texas,Schleicher County,Ballot Marking Device,Election Systems & Software,AutoMARK,N/A,Yes,Yes,Yes,No,SCHLEICHER
4841300000,Texas,Schleicher County,Paper Poll Book,Not Applicable,Not Applicable,N/A,Yes,No,Yes,No,SCHLEICHER
4841500000,Texas,Scurry County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,SCURRY
4841500000,Texas,Scurry County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes,SCURRY
4841500000,Texas,Scurry County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,SCURRY
4841700000,Texas,Shackelford County,Ballot Marking Device,Hart InterCivic,Verity Duo,N/A,Yes,Yes,Yes,No,SHACKELFORD
4841700000,Texas,Shackelford County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,No,No,No,Yes,SHACKELFORD
4841700000,Texas,Shackelford County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,SHACKELFORD
4841900000,Texas,Shelby County,Hand-Fed Optical Scanner,Election Systems & Software,Model 100,N/A,Yes,No,Yes,Yes,SHELBY
4841900000,Texas,Shelby County,Ballot Marking Device,Election Systems & Software,AutoMARK,N/A,Yes,Yes,Yes,No,SHELBY
4841900000,Texas,Shelby County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,SHELBY
4842100000,Texas,Sherman County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,SHERMAN
4842100000,Texas,Sherman County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes,SHERMAN
4842100000,Texas,Sherman County,Paper Poll Book,Not Applicable,Not Applicable,N/A,Yes,No,Yes,No,SHERMAN
4842300000,Texas,Smith County,Batch-Fed Optical Scanner,Election Systems & Software,DS450,N/A,No,No,No,Yes,SMITH
4842300000,Texas,Smith County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,No,SMITH
4842300000,Texas,Smith County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,SMITH
4842300000,Texas,Smith County,Electronic Poll Book,Votec,VoteSafe,N/A,Yes,No,Yes,No,SMITH
4842500000,Texas,Somervell County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes,SOMERVELL
4842500000,Texas,Somervell County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,SOMERVELL
4842500000,Texas,Somervell County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,SOMERVELL
4842700000,Texas,Starr County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes,STARR
4842700000,Texas,Starr County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,STARR
4842700000,Texas,Starr County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,STARR
4842900000,Texas,Stephens County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes,STEPHENS
4842900000,Texas,Stephens County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,STEPHENS
4842900000,Texas,Stephens County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,STEPHENS
4843100000,Texas,Sterling County,DRE-Touchscreen,Hart InterCivic,Verity Touch,No,Yes,Yes,Yes,No,STERLING
4843100000,Texas,Sterling County,Hand Counted Paper Ballots,Not Applicable,Not Applicable,N/A,No,No,No,Yes,STERLING
4843100000,Texas,Sterling County,Paper Poll Book,Not Applicable,Not Applicable,N/A,Yes,No,Yes,No,STERLING
4843300000,Texas,Stonewall County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes,STONEWALL
4843300000,Texas,Stonewall County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,STONEWALL
4843300000,Texas,Stonewall County,Paper Poll Book,Not Applicable,Not Applicable,N/A,Yes,No,Yes,No,STONEWALL
4843500000,Texas,Sutton County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes,SUTTON
4843500000,Texas,Sutton County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,SUTTON
4843500000,Texas,Sutton County,Electronic Poll Book,Data Unavailable,Data Unavailable,N/A,Yes,No,Yes,No,SUTTON
4843700000,Texas,Swisher County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,SWISHER
4843700000,Texas,Swisher County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes,SWISHER
4843700000,Texas,Swisher County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,SWISHER
4843900000,Texas,Tarrant County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,No,TARRANT
4843900000,Texas,Tarrant County,Ballot Marking Device,Hart InterCivic,Verity Duo,N/A,Yes,Yes,Yes,No,TARRANT
4843900000,Texas,Tarrant County,Batch-Fed Optical Scanner,Hart InterCivic,Verity Central,N/A,No,No,No,Yes,TARRANT
4843900000,Texas,Tarrant County,Electronic Poll Book,Tenex,Precinct Central,N/A,Yes,No,Yes,No,TARRANT
4844100000,Texas,Taylor County,DRE-Touchscreen,Hart InterCivic,Verity Touch,No,Yes,Yes,Yes,No,TAYLOR
4844100000,Texas,Taylor County,Batch-Fed Optical Scanner,Hart InterCivic,Verity Central,N/A,No,No,No,Yes,TAYLOR
4844100000,Texas,Taylor County,Electronic Poll Book,Votec,VoteSafe,N/A,Yes,No,Yes,No,TAYLOR
4844300000,Texas,Terrell County,Hand-Fed Optical Scanner,Election Systems & Software,Model 100,N/A,Yes,No,Yes,Yes,TERRELL
4844300000,Texas,Terrell County,Ballot Marking Device,Election Systems & Software,AutoMARK,N/A,Yes,Yes,Yes,No,TERRELL
4844300000,Texas,Terrell County,Paper Poll Book,Not Applicable,Not Applicable,N/A,Yes,No,Yes,No,TERRELL
4844500000,Texas,Terry County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes,TERRY
4844500000,Texas,Terry County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,TERRY
4844500000,Texas,Terry County,Electronic Poll Book,Election Systems & Software,ExpressPoll,N/A,Yes,No,Yes,No,TERRY
4844700000,Texas,Throckmorton County,Ballot Marking Device,Hart InterCivic,Verity Duo,N/A,Yes,Yes,Yes,No,THROCKMORTON
4844700000,Texas,Throckmorton County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes,THROCKMORTON
4844700000,Texas,Throckmorton County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,THROCKMORTON
4844900000,Texas,Titus County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes,TITUS
4844900000,Texas,Titus County,Ballot Marking Device,Hart InterCivic,Verity Touch Writer,N/A,Yes,Yes,Yes,No,TITUS
4844900000,Texas,Titus County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,TITUS
4845100000,Texas,Tom Green County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes,TOM GREEN
4845100000,Texas,Tom Green County,Ballot Marking Device,Hart InterCivic,Verity Duo,N/A,Yes,Yes,Yes,No,TOM GREEN
4845100000,Texas,Tom Green County,Electronic Poll Book,Votec,VoteSafe,N/A,Yes,No,Yes,No,TOM GREEN
4845300000,Texas,Travis County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,No,TRAVIS
4845300000,Texas,Travis County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,TRAVIS
4845300000,Texas,Travis County,Batch-Fed Optical Scanner,Election Systems & Software,DS450,N/A,No,No,No,Yes,TRAVIS
4845300000,Texas,Travis County,Electronic Poll Book,Tenex,Precinct Central,N/A,Yes,No,Yes,No,TRAVIS
4845300000,Texas,Travis County,Remote Ballot Marking System: Server-Side,Democracy Live,OmniBallot Online,N/A,No,No,No,No,TRAVIS
4845500000,Texas,Trinity County,Batch-Fed Optical Scanner,Election Systems & Software,Model 650,N/A,Yes,No,Yes,Yes,TRINITY
4845500000,Texas,Trinity County,Ballot Marking Device,Election Systems & Software,AutoMARK,N/A,Yes,Yes,Yes,No,TRINITY
4845500000,Texas,Trinity County,Paper Poll Book,Not Applicable,Not Applicable,N/A,Yes,No,Yes,No,TRINITY
4845700000,Texas,Tyler County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes,TYLER
4845700000,Texas,Tyler County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,TYLER
4845700000,Texas,Tyler County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,TYLER
4845900000,Texas,Upshur County,Ballot Marking Device,Hart InterCivic,Verity Duo,N/A,Yes,Yes,Yes,No,UPSHUR
4845900000,Texas,Upshur County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes,UPSHUR
4845900000,Texas,Upshur County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,UPSHUR
4846100000,Texas,Upton County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,UPTON
4846100000,Texas,Upton County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes,UPTON
4846100000,Texas,Upton County,Paper Poll Book,Not Applicable,Not Applicable,N/A,Yes,No,Yes,No,UPTON
4846300000,Texas,Uvalde County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes,UVALDE
4846300000,Texas,Uvalde County,Ballot Marking Device,Hart InterCivic,Verity Touch Writer,N/A,Yes,Yes,Yes,No,UVALDE
4846300000,Texas,Uvalde County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,UVALDE
4846500000,Texas,Val Verde County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,No,VAL VERDE
4846500000,Texas,Val Verde County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,VAL VERDE
4846500000,Texas,Val Verde County,Batch-Fed Optical Scanner,Election Systems & Software,DS450,N/A,No,No,No,Yes,VAL VERDE
4846500000,Texas,Val Verde County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,VAL VERDE
4846500000,Texas,Val Verde County,Remote Ballot Marking System: Server-Side,Democracy Live,OmniBallot Online,N/A,No,No,No,No,VAL VERDE
4846700000,Texas,Van Zandt County,Hand-Fed Optical Scanner,Election Systems & Software,Model 100,N/A,Yes,No,Yes,No,VAN ZANDT
4846700000,Texas,Van Zandt County,Ballot Marking Device,Election Systems & Software,AutoMARK,N/A,Yes,Yes,Yes,No,VAN ZANDT
4846700000,Texas,Van Zandt County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,VAN ZANDT
4846700000,Texas,Van Zandt County,Batch-Fed Optical Scanner,Election Systems & Software,Model 650,N/A,No,No,No,Yes,VAN ZANDT
4846900000,Texas,Victoria County,DRE-Touchscreen,Election Systems & Software,iVotronic,No,Yes,Yes,Yes,No,VICTORIA
4846900000,Texas,Victoria County,Batch-Fed Optical Scanner,Election Systems & Software,Model 650,N/A,No,No,No,Yes,VICTORIA
4846900000,Texas,Victoria County,Electronic Poll Book,Votec,VoteSafe,N/A,Yes,No,Yes,No,VICTORIA
4847100000,Texas,Walker County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,No,WALKER
4847100000,Texas,Walker County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,WALKER
4847100000,Texas,Walker County,Batch-Fed Optical Scanner,Election Systems & Software,DS450,N/A,No,No,No,Yes,WALKER
4847100000,Texas,Walker County,Electronic Poll Book,Votec,VoteSafe,N/A,Yes,No,Yes,No,WALKER
4847300000,Texas,Waller County,DRE-Touchscreen,Hart InterCivic,Verity Touch,No,Yes,Yes,Yes,No,WALLER
4847300000,Texas,Waller County,Batch-Fed Optical Scanner,Hart InterCivic,Verity Central,N/A,No,No,No,Yes,WALLER
4847300000,Texas,Waller County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,WALLER
4847500000,Texas,Ward County,Batch-Fed Optical Scanner,Hart InterCivic,Verity Central,N/A,Yes,No,Yes,Yes,WARD
4847500000,Texas,Ward County,Ballot Marking Device,Hart InterCivic,Verity Touch Writer,N/A,Yes,Yes,Yes,No,WARD
4847500000,Texas,Ward County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,WARD
4847700000,Texas,Washington County,Batch-Fed Optical Scanner,Election Systems & Software,DS450,N/A,Yes,No,No,Yes,WASHINGTON
4847700000,Texas,Washington County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,No,No,Yes,No,WASHINGTON
4847700000,Texas,Washington County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,WASHINGTON
4847700000,Texas,Washington County,Electronic Poll Book,Election Systems & Software,ExpressPoll,N/A,Yes,No,Yes,No,WASHINGTON
4847900000,Texas,Webb County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,WEBB
4847900000,Texas,Webb County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,No,WEBB
4847900000,Texas,Webb County,Batch-Fed Optical Scanner,Election Systems & Software,DS850,N/A,No,No,No,Yes,WEBB
4847900000,Texas,Webb County,Electronic Poll Book,Votec,VoteSafe,N/A,Yes,No,Yes,No,WEBB
4848100000,Texas,Wharton County,Batch-Fed Optical Scanner,Election Systems & Software,DS450,N/A,No,No,No,Yes,WHARTON
4848100000,Texas,Wharton County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,Yes,WHARTON
4848100000,Texas,Wharton County,Electronic Poll Book,Votec,VoteSafe,N/A,Yes,No,Yes,No,WHARTON
4848100000,Texas,Wharton County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,No,WHARTON
4848300000,Texas,Wheeler County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes,WHEELER
4848300000,Texas,Wheeler County,Ballot Marking Device,Hart InterCivic,Verity Duo,N/A,Yes,Yes,Yes,No,WHEELER
4848300000,Texas,Wheeler County,Paper Poll Book,Not Applicable,Not Applicable,N/A,Yes,No,Yes,No,WHEELER
4848500000,Texas,Wichita County,Ballot Marking Device,Hart InterCivic,Verity Duo,N/A,Yes,Yes,Yes,No,WICHITA
4848500000,Texas,Wichita County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,No,WICHITA
4848500000,Texas,Wichita County,Electronic Poll Book,Election Systems & Software,ExpressPoll,N/A,Yes,No,Yes,No,WICHITA
4848500000,Texas,Wichita County,Batch-Fed Optical Scanner,Hart InterCivic,Verity Central,N/A,No,No,No,Yes,WICHITA
4848700000,Texas,Wilbarger County,DRE-Dial,Hart InterCivic,eSlate,No,Yes,Yes,Yes,No,WILBARGER
4848700000,Texas,Wilbarger County,Batch-Fed Optical Scanner,Hart InterCivic,Ballot Now,N/A,No,No,No,Yes,WILBARGER
4848700000,Texas,Wilbarger County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,WILBARGER
4848900000,Texas,Willacy County,Hand-Fed Optical Scanner,Hart InterCivic,eScan,N/A,Yes,No,Yes,Yes,WILLACY
4848900000,Texas,Willacy County,DRE-Dial,Hart InterCivic,eSlate,No,Yes,Yes,Yes,No,WILLACY
4848900000,Texas,Willacy County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,WILLACY
4849100000,Texas,Williamson County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,No,WILLIAMSON
4849100000,Texas,Williamson County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,WILLIAMSON
4849100000,Texas,Williamson County,Batch-Fed Optical Scanner,Election Systems & Software,DS850,N/A,No,No,No,Yes,WILLIAMSON
4849100000,Texas,Williamson County,Electronic Poll Book,Tenex,Precinct Central,N/A,Yes,No,Yes,No,WILLIAMSON
4849300000,Texas,Wilson County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,No,WILSON
4849300000,Texas,Wilson County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,WILSON
4849300000,Texas,Wilson County,Electronic Poll Book,Election Systems & Software,ExpressPoll,N/A,Yes,No,Yes,No,WILSON
4849300000,Texas,Wilson County,Batch-Fed Optical Scanner,Election Systems & Software,DS450,N/A,No,No,No,Yes,WILSON
4849500000,Texas,Winkler County,Batch-Fed Optical Scanner,Election Systems & Software,Model 650,N/A,Yes,No,Yes,Yes,WINKLER
4849500000,Texas,Winkler County,Ballot Marking Device,Election Systems & Software,AutoMARK,N/A,Yes,Yes,Yes,No,WINKLER
4849500000,Texas,Winkler County,Paper Poll Book,Not Applicable,Not Applicable,N/A,Yes,No,Yes,No,WINKLER
4849700000,Texas,Wise County,DRE-Touchscreen,Hart InterCivic,Verity Touch,No,Yes,Yes,Yes,No,WISE
4849700000,Texas,Wise County,Batch-Fed Optical Scanner,Hart InterCivic,Verity Central,N/A,No,No,No,Yes,WISE
4849700000,Texas,Wise County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,WISE
4849900000,Texas,Wood County,DRE-Dial,Hart InterCivic,eSlate,No,Yes,Yes,Yes,No,WOOD
4849900000,Texas,Wood County,Hand-Fed Optical Scanner,Hart InterCivic,eScan,N/A,No,No,No,Yes,WOOD
4849900000,Texas,Wood County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,WOOD
4850100000,Texas,Yoakum County,Hand-Fed Optical Scanner,Election Systems & Software,DS200,N/A,Yes,No,Yes,Yes,YOAKUM
4850100000,Texas,Yoakum County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,YOAKUM
4850100000,Texas,Yoakum County,Electronic Poll Book,Election Systems & Software,ExpressPoll,N/A,Yes,No,Yes,No,YOAKUM
4850300000,Texas,Young County,Ballot Marking Device,Hart InterCivic,Verity Duo,N/A,Yes,Yes,Yes,No,YOUNG
4850300000,Texas,Young County,Batch-Fed Optical Scanner,Hart InterCivic,Verity Central,N/A,No,No,No,Yes,YOUNG
4850300000,Texas,Young County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,YOUNG
4850300000,Texas,Young County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,No,YOUNG
4850500000,Texas,Zapata County,Hand-Fed Optical Scanner,Hart InterCivic,Verity Scan,N/A,Yes,No,Yes,Yes,ZAPATA
4850500000,Texas,Zapata County,DRE-Touchscreen,Hart InterCivic,Verity Touch,No,Yes,Yes,Yes,No,ZAPATA
4850500000,Texas,Zapata County,Paper Poll Book,Not Applicable,Not Applicable,N/A,Yes,No,Yes,No,ZAPATA
4850700000,Texas,Zavala County,Batch-Fed Optical Scanner,Election Systems & Software,DS450,N/A,Yes,No,Yes,Yes,ZAVALA
4850700000,Texas,Zavala County,Ballot Marking Device,Election Systems & Software,ExpressVote,N/A,Yes,Yes,Yes,No,ZAVALA
4850700000,Texas,Zavala County,Electronic Poll Book,KNOWiNK,Poll Pad,N/A,Yes,No,Yes,No,ZAVALA
